MeetName,CompYear,Level,Event,Median,MedAbsDev,Mean,StdDev
Thompsons Spring Fling,2022,XG,Floor,9.275,0.175,9.229,0.294
Thompsons Spring Fling,2022,XG,All Around,35.475,0.5,34.873,3.465
States,2022,6,Vault,8.75,0.175,8.753,0.285
States,2022,6,Bars,8.6,0.375,8.507,0.621
States,2022,6,Beam,9.025,0.275,8.886,0.48
States,2022,6,Floor,9.225,0.15,9.213,0.261
States,2022,6,All Around,35.412,0.788,35.311,1.429
Mardi Gras Invitational,2022,XG,Vault,8.8,0.3,8.821,0.397
Mardi Gras Invitational,2022,XG,Bars,8.9,0.3,8.828,0.477
Mardi Gras Invitational,2022,XG,Beam,8.8,0.4,8.757,0.572
Mardi Gras Invitational,2022,XG,Floor,9.2,0.2,9.127,0.314
Mardi Gras Invitational,2022,XG,All Around,35.6,0.9,35.533,1.203
Mardi Gras Invitational,2022,XS,Vault,9.1,0.2,9.025,0.352
Mardi Gras Invitational,2022,XS,Bars,9.075,0.225,8.996,0.415
Mardi Gras Invitational,2022,XS,Beam,8.9,0.25,8.849,0.443
Mardi Gras Invitational,2022,XS,Floor,9.25,0.15,9.148,0.333
Mardi Gras Invitational,2022,XS,All Around,36.1,0.65,35.632,2.623
Mardi Gras Invitational,2022,3,Vault,9.05,0.225,8.947,0.426
Mardi Gras Invitational,2022,3,Bars,8.6,0.538,8.468,0.823
Mardi Gras Invitational,2022,3,Beam,8.5,0.4,8.379,0.665
Mardi Gras Invitational,2022,3,Floor,8.65,0.35,8.553,0.59
Mardi Gras Invitational,2022,3,All Around,34.65,1.45,34.155,2.614
Mardi Gras Invitational,2022,6,Vault,8.675,0.125,8.679,0.236
Mardi Gras Invitational,2022,6,Bars,8.675,0.475,8.523,0.68
Mardi Gras Invitational,2022,6,Beam,8.875,0.35,8.683,0.57
Mardi Gras Invitational,2022,6,Floor,9.05,0.2,9.026,0.346
Mardi Gras Invitational,2022,6,All Around,34.95,0.95,34.911,1.325
Mardi Gras Invitational,2022,7,Vault,8.875,0.15,8.896,0.271
Mardi Gras Invitational,2022,7,Bars,8.8,0.363,8.705,0.613
Mardi Gras Invitational,2022,7,Beam,8.875,0.35,8.728,0.554
Mardi Gras Invitational,2022,7,Floor,9.0,0.25,8.893,0.446
Mardi Gras Invitational,2022,7,All Around,35.388,0.825,34.692,3.872
New Years Invitational,2022,6,Vault,8.65,0.15,8.669,0.268
New Years Invitational,2022,6,Bars,8.75,0.263,8.772,0.296
New Years Invitational,2022,6,Beam,8.725,0.388,8.563,0.67
New Years Invitational,2022,6,Floor,8.925,0.2,8.943,0.294
New Years Invitational,2022,6,All Around,35.0,0.95,33.245,4.898
New Years Invitational,2022,7,Vault,8.825,0.225,8.842,0.279
New Years Invitational,2022,7,Bars,8.725,0.35,8.619,0.445
New Years Invitational,2022,7,Beam,8.562,0.5,8.499,0.63
New Years Invitational,2022,7,Floor,9.05,0.15,8.895,0.303
New Years Invitational,2022,7,All Around,34.7,1.3,32.096,6.682
New Years Invitational,2022,3,Vault,8.35,0.2,8.304,0.407
New Years Invitational,2022,3,Bars,8.0,0.575,7.872,0.848
New Years Invitational,2022,3,Beam,8.7,0.3,8.546,0.609
New Years Invitational,2022,3,Floor,9.0,0.2,8.916,0.435
New Years Invitational,2022,3,All Around,33.8,1.05,33.5,1.801
New Years Invitational,2022,XB,Vault,8.8,0.2,8.722,0.36
New Years Invitational,2022,XB,Bars,9.0,0.2,8.743,0.598
New Years Invitational,2022,XB,Beam,8.9,0.3,8.878,0.381
New Years Invitational,2022,XB,Floor,9.05,0.15,9.09,0.228
New Years Invitational,2022,XB,All Around,35.6,0.6,35.433,1.075
New Years Invitational,2022,XS,Vault,8.85,0.2,8.834,0.257
New Years Invitational,2022,XS,Bars,8.8,0.3,8.798,0.428
New Years Invitational,2022,XS,Beam,9.0,0.3,8.934,0.443
New Years Invitational,2022,XS,Floor,9.0,0.15,8.993,0.228
New Years Invitational,2022,XS,All Around,35.5,0.75,35.558,1.068
New Years Invitational,2022,XG,Vault,8.75,0.15,8.752,0.201
New Years Invitational,2022,XG,Bars,8.75,0.225,8.663,0.42
New Years Invitational,2022,XG,Beam,8.9,0.3,8.83,0.378
New Years Invitational,2022,XG,Floor,9.2,0.1,9.145,0.174
New Years Invitational,2022,XG,All Around,35.55,0.45,35.212,1.36
Cape Cod Classic,2022,3,Vault,8.9,0.3,8.874,0.39
Cape Cod Classic,2022,3,Bars,8.9,0.35,8.78,0.504
Cape Cod Classic,2022,3,Beam,9.0,0.25,8.806,0.572
Cape Cod Classic,2022,3,Floor,8.25,0.5,8.206,0.645
Cape Cod Classic,2022,3,All Around,35.15,1.25,34.666,1.62
Cape Cod Classic,2022,6,Vault,8.7,0.2,8.648,0.286
Cape Cod Classic,2022,6,Bars,8.45,0.6,8.322,0.791
Cape Cod Classic,2022,6,Beam,8.95,0.5,8.746,0.671
Cape Cod Classic,2022,6,Floor,9.1,0.2,9.039,0.31
Cape Cod Classic,2022,6,All Around,34.95,1.2,34.755,1.512
Cape Cod Classic,2022,7,Vault,8.9,0.125,8.874,0.225
Cape Cod Classic,2022,7,Bars,8.525,0.475,8.393,0.643
Cape Cod Classic,2022,7,Beam,8.45,0.5,8.517,0.586
Cape Cod Classic,2022,7,Floor,9.15,0.2,9.06,0.345
Cape Cod Classic,2022,7,All Around,34.912,0.887,33.847,4.702
Cape Cod Classic,2022,XS,Vault,9.175,0.2,9.095,0.335
Cape Cod Classic,2022,XS,Bars,9.2,0.3,9.116,0.497
Cape Cod Classic,2022,XS,Beam,9.15,0.15,9.119,0.257
Cape Cod Classic,2022,XS,Floor,9.1,0.25,9.05,0.301
Cape Cod Classic,2022,XS,All Around,36.6,0.7,36.066,2.008
Cape Cod Classic,2022,XG,Vault,8.9,0.2,8.868,0.366
Cape Cod Classic,2022,XG,Bars,8.85,0.425,8.853,0.458
Cape Cod Classic,2022,XG,Beam,8.8,0.3,8.735,0.467
Cape Cod Classic,2022,XG,Floor,9.15,0.25,9.109,0.353
Cape Cod Classic,2022,XG,All Around,35.7,0.825,34.862,4.462
Thompsons Holiday Invitational,2022,XS,Vault,8.75,0.2,8.697,0.451
Thompsons Holiday Invitational,2022,XS,Bars,9.0,0.15,8.94,0.383
Thompsons Holiday Invitational,2022,XS,Beam,9.05,0.2,8.992,0.476
Thompsons Holiday Invitational,2022,XS,Floor,9.0,0.2,8.943,0.35
Thompsons Holiday Invitational,2022,XS,All Around,35.7,0.6,35.06,2.435
Thompsons Holiday Invitational,2022,3,Vault,8.7,0.413,8.498,0.829
Thompsons Holiday Invitational,2022,3,Bars,8.1,0.625,7.922,0.844
Thompsons Holiday Invitational,2022,3,Beam,8.288,0.3,8.237,0.41
Thompsons Holiday Invitational,2022,3,Floor,8.712,0.213,8.528,0.526
Thompsons Holiday Invitational,2022,3,All Around,33.588,1.525,32.976,2.325
Thompsons Holiday Invitational,2022,6,Vault,8.788,0.212,8.756,0.269
Thompsons Holiday Invitational,2022,6,Bars,8.3,0.4,8.251,0.533
Thompsons Holiday Invitational,2022,6,Beam,8.7,0.375,8.484,0.55
Thompsons Holiday Invitational,2022,6,Floor,9.163,0.212,9.128,0.327
Thompsons Holiday Invitational,2022,6,All Around,34.412,1.038,33.774,3.338
Thompsons Holiday Invitational,2022,7,Vault,8.725,0.187,8.702,0.363
Thompsons Holiday Invitational,2022,7,Bars,8.55,0.45,8.424,0.633
Thompsons Holiday Invitational,2022,7,Beam,8.85,0.35,8.723,0.531
Thompsons Holiday Invitational,2022,7,Floor,9.05,0.175,8.946,0.389
Thompsons Holiday Invitational,2022,7,All Around,35.05,0.75,34.54,2.23
Thompsons Holiday Invitational,2022,XG,Vault,8.5,0.25,8.454,0.401
Thompsons Holiday Invitational,2022,XG,Bars,8.8,0.3,8.802,0.402
Thompsons Holiday Invitational,2022,XG,Beam,8.7,0.3,8.655,0.497
Thompsons Holiday Invitational,2022,XG,Floor,9.2,0.2,9.142,0.4
Thompsons Holiday Invitational,2022,XG,All Around,35.0,0.8,34.928,1.686
LFSA Fall Invitational,2022,XS,Vault,9.275,0.175,9.253,0.207
LFSA Fall Invitational,2022,XS,Bars,9.1,0.2,9.108,0.295
LFSA Fall Invitational,2022,XS,Beam,9.0,0.25,8.949,0.387
LFSA Fall Invitational,2022,XS,Floor,9.1,0.25,9.063,0.376
LFSA Fall Invitational,2022,XS,All Around,36.3,0.7,35.67,4.025
LFSA Fall Invitational,2022,7,Vault,9.025,0.275,8.957,0.294
LFSA Fall Invitational,2022,7,Bars,9.0,0.2,8.805,0.618
LFSA Fall Invitational,2022,7,Beam,8.488,0.188,8.656,0.469
LFSA Fall Invitational,2022,7,Floor,9.337,0.1,9.331,0.215
LFSA Fall Invitational,2022,7,All Around,35.9,0.962,34.639,3.247
LFSA Fall Invitational,2022,6,Vault,8.775,0.2,8.693,0.303
LFSA Fall Invitational,2022,6,Bars,8.688,0.375,8.691,0.506
LFSA Fall Invitational,2022,6,Beam,9.012,0.263,8.828,0.564
LFSA Fall Invitational,2022,6,Floor,9.2,0.15,9.165,0.231
LFSA Fall Invitational,2022,6,All Around,35.862,0.65,35.378,1.249
LFSA Fall Invitational,2022,XG,Vault,8.538,0.138,8.535,0.284
LFSA Fall Invitational,2022,XG,Bars,8.65,0.5,8.638,0.604
LFSA Fall Invitational,2022,XG,Beam,8.75,0.375,8.583,0.64
LFSA Fall Invitational,2022,XG,Floor,8.975,0.225,8.964,0.294
LFSA Fall Invitational,2022,XG,All Around,34.638,0.938,34.416,2.076
States,2021,3,Vault,9.15,0.2,9.071,0.373
States,2021,3,Bars,8.75,0.4,8.568,0.739
States,2021,3,Beam,8.8,0.4,8.635,0.761
States,2021,3,Floor,9.05,0.25,8.901,0.625
States,2021,3,All Around,35.6,0.95,35.136,2.2
States,2021,XB,Vault,9.1,0.2,9.074,0.341
States,2021,XB,Bars,9.1,0.25,9.048,0.423
States,2021,XB,Beam,9.2,0.2,9.149,0.356
States,2021,XB,Floor,9.2,0.2,9.126,0.338
States,2021,XB,All Around,36.6,0.6,36.396,1.142
States,2021,XS,Vault,9.175,0.2,9.111,0.391
States,2021,XS,Bars,9.2,0.15,9.091,0.37
States,2021,XS,Beam,9.0,0.275,8.934,0.446
States,2021,XS,Floor,9.2,0.15,9.157,0.232
States,2021,XS,All Around,36.5,0.625,36.206,1.726
States,2021,5,Vault,9.05,0.225,9.042,0.313
States,2021,5,Bars,8.288,0.462,8.192,0.693
States,2021,5,Beam,8.775,0.375,8.66,0.604
States,2021,5,Floor,8.612,0.35,8.604,0.484
States,2021,5,All Around,34.588,1.225,34.498,1.608
States,2021,6,Vault,8.975,0.175,8.957,0.244
States,2021,6,Bars,8.562,0.412,8.42,0.641
States,2021,6,Beam,8.975,0.325,8.903,0.436
States,2021,6,Floor,9.075,0.213,9.046,0.29
States,2021,6,All Around,35.5,0.8,35.029,3.04
Kick Off Classic,2021,3,Vault,9.1,0.2,9.106,0.26
Kick Off Classic,2021,3,Bars,8.45,0.45,8.435,0.654
Kick Off Classic,2021,3,Beam,8.7,0.35,8.496,0.621
Kick Off Classic,2021,3,Floor,8.8,0.4,8.676,0.599
Kick Off Classic,2021,3,All Around,35.05,1.075,34.713,1.707
Kick Off Classic,2021,5,Vault,8.75,0.225,8.697,0.338
Kick Off Classic,2021,5,Bars,7.8,0.2,7.934,0.492
Kick Off Classic,2021,5,Beam,8.425,0.375,8.177,0.607
Kick Off Classic,2021,5,Floor,8.288,0.2,8.314,0.363
Kick Off Classic,2021,5,All Around,33.3,0.65,33.122,1.115
Kick Off Classic,2021,6,Vault,9.0,0.125,9.025,0.211
Kick Off Classic,2021,6,Bars,8.525,0.275,8.627,0.505
Kick Off Classic,2021,6,Beam,8.575,0.3,8.485,0.414
Kick Off Classic,2021,6,Floor,8.575,0.175,8.52,0.225
Kick Off Classic,2021,6,All Around,34.675,0.625,34.657,0.837
Kick Off Classic,2021,XB,Vault,8.9,0.2,8.87,0.311
Kick Off Classic,2021,XB,Bars,9.0,0.25,8.926,0.404
Kick Off Classic,2021,XB,Beam,9.1,0.25,9.066,0.334
Kick Off Classic,2021,XB,Floor,8.85,0.2,8.864,0.328
Kick Off Classic,2021,XB,All Around,35.55,0.9,35.726,1.063
Kick Off Classic,2021,XS,Vault,8.925,0.15,8.929,0.238
Kick Off Classic,2021,XS,Bars,9.05,0.25,8.971,0.449
Kick Off Classic,2021,XS,Beam,9.2,0.2,9.06,0.407
Kick Off Classic,2021,XS,Floor,8.95,0.2,8.939,0.295
Kick Off Classic,2021,XS,All Around,35.95,0.75,35.68,1.717
Cape Cod Classic,2021,5,Vault,8.7,0.325,8.792,0.428
Cape Cod Classic,2021,5,Bars,7.975,0.612,7.751,1.004
Cape Cod Classic,2021,5,Beam,8.75,0.5,8.531,0.72
Cape Cod Classic,2021,5,Floor,8.85,0.3,8.714,0.431
Cape Cod Classic,2021,5,All Around,34.075,1.575,32.924,3.315
Cape Cod Classic,2021,6,Vault,8.65,0.1,8.661,0.18
Cape Cod Classic,2021,6,Bars,8.7,0.35,8.497,0.678
Cape Cod Classic,2021,6,Beam,9.025,0.35,8.972,0.446
Cape Cod Classic,2021,6,Floor,9.15,0.15,9.116,0.254
Cape Cod Classic,2021,6,All Around,35.375,0.8,35.246,1.164
Cape Cod Classic,2021,3,Vault,9.15,0.25,8.954,0.423
Cape Cod Classic,2021,3,Bars,7.8,0.525,8.082,0.936
Cape Cod Classic,2021,3,Beam,8.575,0.275,8.561,0.51
Cape Cod Classic,2021,3,Floor,8.9,0.275,8.879,0.326
Cape Cod Classic,2021,3,All Around,34.15,0.825,34.475,1.719
Cape Cod Classic,2021,XS,Vault,8.8,0.4,8.827,0.494
Cape Cod Classic,2021,XS,Bars,9.15,0.35,9.02,0.602
Cape Cod Classic,2021,XS,Beam,9.025,0.25,8.91,0.459
Cape Cod Classic,2021,XS,Floor,9.05,0.2,9.03,0.327
Cape Cod Classic,2021,XS,All Around,36.05,1.325,35.411,2.427
LFSA Fall Invitational,2021,6,Vault,8.788,0.175,8.802,0.241
LFSA Fall Invitational,2021,6,Bars,8.05,0.625,7.999,0.768
LFSA Fall Invitational,2021,6,Beam,9.2,0.113,9.227,0.184
LFSA Fall Invitational,2021,6,Floor,8.488,0.475,8.514,0.59
LFSA Fall Invitational,2021,6,All Around,34.65,0.725,34.543,1.254
LFSA Fall Invitational,2021,4,Vault,8.175,0.437,8.08,0.648
LFSA Fall Invitational,2021,4,Bars,8.125,0.325,7.943,0.678
LFSA Fall Invitational,2021,4,Beam,9.112,0.15,9.048,0.225
LFSA Fall Invitational,2021,4,Floor,8.65,0.163,8.614,0.297
LFSA Fall Invitational,2021,4,All Around,33.925,0.588,33.686,1.342
LFSA Fall Invitational,2021,3,Vault,8.95,0.05,9.088,0.27
LFSA Fall Invitational,2021,3,Bars,8.15,0.1,7.9,0.524
LFSA Fall Invitational,2021,3,Beam,8.8,0.1,8.8,0.1
LFSA Fall Invitational,2021,3,Floor,8.425,0.4,8.425,0.437
LFSA Fall Invitational,2021,3,All Around,33.925,0.375,34.212,0.931
LFSA Fall Invitational,2021,XS,Vault,9.0,0.225,9.0,0.284
LFSA Fall Invitational,2021,XS,Bars,8.95,0.15,8.983,0.281
LFSA Fall Invitational,2021,XS,Beam,8.8,0.2,8.746,0.311
LFSA Fall Invitational,2021,XS,Floor,9.075,0.225,8.854,0.548
LFSA Fall Invitational,2021,XS,All Around,35.775,0.6,35.583,0.826
States,2020,5,Vault,8.825,0.275,8.822,0.388
States,2020,5,Bars,8.7,0.325,8.59,0.553
States,2020,5,Beam,9.188,0.287,9.121,0.481
States,2020,5,Floor,9.075,0.25,8.956,0.473
States,2020,5,All Around,35.762,1.012,35.328,2.162
Mardi Gras Invitational,2020,3,Vault,9.05,0.2,8.985,0.368
Mardi Gras Invitational,2020,3,Bars,8.525,0.5,8.369,0.855
Mardi Gras Invitational,2020,3,Beam,8.512,0.5,8.35,0.755
Mardi Gras Invitational,2020,3,Floor,8.55,0.35,8.577,0.503
Mardi Gras Invitational,2020,3,All Around,34.4,1.35,34.282,1.987
Mardi Gras Invitational,2020,XS,Vault,9.05,0.2,8.983,0.304
Mardi Gras Invitational,2020,XS,Bars,9.0,0.2,8.94,0.321
Mardi Gras Invitational,2020,XS,Beam,8.95,0.25,8.901,0.368
Mardi Gras Invitational,2020,XS,Floor,9.1,0.2,9.04,0.294
Mardi Gras Invitational,2020,XS,All Around,35.95,0.6,35.736,1.446
Mardi Gras Invitational,2020,5,Vault,8.725,0.175,8.74,0.303
Mardi Gras Invitational,2020,5,Bars,8.425,0.5,8.27,0.641
Mardi Gras Invitational,2020,5,Beam,8.738,0.312,8.565,0.693
Mardi Gras Invitational,2020,5,Floor,8.762,0.388,8.653,0.633
Mardi Gras Invitational,2020,5,All Around,34.388,1.125,33.512,4.11
TDNI,2020,3,Vault,9.3,0.2,9.249,0.29
TDNI,2020,3,Bars,8.85,0.4,8.721,0.612
TDNI,2020,3,Beam,8.65,0.4,8.598,0.65
TDNI,2020,3,Floor,8.762,0.425,8.661,0.581
TDNI,2020,3,All Around,35.325,1.375,34.582,2.879
TDNI,2020,5,Vault,9.0,0.2,8.935,0.283
TDNI,2020,5,Bars,8.7,0.35,8.507,0.741
TDNI,2020,5,Beam,8.9,0.25,8.826,0.461
TDNI,2020,5,Floor,9.0,0.2,8.983,0.384
TDNI,2020,5,All Around,35.575,0.7,35.125,1.878
TDNI,2020,XS,Vault,9.05,0.2,9.031,0.337
TDNI,2020,XS,Bars,9.2,0.2,9.163,0.308
TDNI,2020,XS,Beam,8.913,0.337,8.892,0.448
TDNI,2020,XS,Floor,9.15,0.237,9.077,0.384
TDNI,2020,XS,All Around,36.125,0.8,36.073,1.403
New Years Invitational,2020,3,Vault,9.188,0.188,9.2,0.262
New Years Invitational,2020,3,Bars,8.638,0.288,8.683,0.419
New Years Invitational,2020,3,Beam,8.55,0.35,8.524,0.517
New Years Invitational,2020,3,Floor,9.1,0.3,8.931,0.507
New Years Invitational,2020,3,All Around,35.525,0.775,35.338,1.31
New Years Invitational,2020,5,Vault,9.0,0.25,9.044,0.28
New Years Invitational,2020,5,Bars,8.575,0.463,8.377,0.852
New Years Invitational,2020,5,Beam,8.8,0.25,8.767,0.336
New Years Invitational,2020,5,Floor,9.0,0.3,8.88,0.484
New Years Invitational,2020,5,All Around,34.95,1.125,33.7,4.989
New Years Invitational,2020,XS,Vault,9.0,0.15,8.988,0.268
New Years Invitational,2020,XS,Bars,9.1,0.1,9.038,0.318
New Years Invitational,2020,XS,Beam,9.3,0.15,9.225,0.351
New Years Invitational,2020,XS,Floor,9.25,0.15,9.184,0.283
New Years Invitational,2020,XS,All Around,36.525,0.475,36.435,0.794
